,name,weight
11118,create concept of digital game,2
11119,specify digital game scenes,2
11120,create digital game characters,2
11121,take pictures,2
11122,make diplomatic decisions,2
11123,apply diplomatic crisis management,2
11124,manage gambling operation,2
11125,clean oil equipment,2
11126,maintain distillation equipment,2
11127,spirit taxation regulations,2
11128,determine itineraries of bulk trucks,2
11129,supervise medical office support workers,2
11130,manage dog breeding,2
11131,design dolls,2
11132,stuff toys,2
11133,create clay figures,2
11134,electrical household goods market,2
11135,make reservations,2
11136,teach housekeeping skills,2
11137,install automatically opening door,2
11138,create open drainage systems,2
11139,create theatre workbooks,2
11140,discuss plays,2
11141,consult team on creative project,2
11142,adjust the work during the creative process,2
11143,operate carpet centrifugal machine,2
11144,groom carpets,2
11145,light auxiliary gas jets,2
11146,control suction booms,2
11147,control cutterheads,2
11148,position drills,2
11149,record drilling,2
11150,operate core drilling equipment,2
11151,operate drilling jumbo,2
11152,take over pedal control,2
11153,tend drop forging hammer,2
11154,drop hammer types,2
11155,tend dry-press,2
11156,compare roasted grains to a standard,2
11157,grain dehydration recipes,2
11158,teach geoscience,2
11159,edge banding,2
11160,maintain edge banding machinery,2
11161,operate edge banding machinery,2
11162,use word processing software,2
11163,teach teaching principles,2
11164,diagnose education problems,2
11165,monitor elections,2
11166,identify electoral violations,2
11167,report on voting process,2
11168,demonstrate commitment to democracy,2
11169,install electricity meter,2
11170,bend wire,2
11171,process incoming electrical supplies,2
11172,electrical safety regulations,2
11173,comply with electrical safety regulations,2
11174,finish concrete sections,2
11175,crimping,2
11176,teach electronics and automation principles,2
11177,configure electronic equipment,2
11178,inspect electronic supplies,2
11179,electroplating machine parts,2
11180,move bodies,2
11181,real-time computing,2
11182,ensure ambulance roadworthiness,2
11183,special equipment in emergency,2
11184,assist ambulance paramedics,2
11185,transfer patients to and from ambulance vehicles,2
11186,monitor patients during transfer to hospital,2
11187,maintain emergency vehicle equipment,2
11188,drive ambulance under emergency conditions,2
11189,answer emergency calls,2
11190,provide advice to emergency callers,2
11191,dispatch ambulance,2
11192,personnel planning in emergency response,2
11193,log emergency call information electronically,2
11194,support distressed emergency callers,2
11195,provide emergency supplies,2
11196,online job platforms,2
11197,vehicle trends,2
11198,operate wood board press,2
11199,teach engineering principles,2
11200,adjust envelope cutting settings,2
11201,ensure envelope quality,2
11202,envelope cutting standards,2
11203,operate envelope machine,2
11204,develop communicable disease control policies,2
11205,handle horses during dental procedures,2
11206,carry out equine dental procedures,2
11207,use equine dental equipment,2
11208,assess lameness in horses,2
11209,assess requirement for horseshoes,2
11210,follow up awarded grants,2
11211,instruct grant recipient,2
11212,report on grants,2
11213,check grant applications,2
11214,keep grant applicant informed,2
11215,guide staff,2
11216,maintain manufacturing rooms,2
11217,oversee granulation operations,2
11218,perform granulation equipment transfer,2
11219,handwriting analysis,2
11220,adjust rotogravure press,2
11221,lubricate rolling stock wheels,2
11222,ICT environmental policies,2
11223,enter receipt of coffee inventory,2
11224,conduct coffee moisture tests,2
11225,track coffee deliveries,2
11226,training equipment for riding,2
11227,supervise routine maintenance of airport lighting systems,2
11228,differentiate between airfield lighting,2
11229,manage risk of lighting failure,2
11230,calculate rigging plots,2
11231,design rigging plots,2
11232,perform regular checks on rigging equipment,2
11233,board aircraft passengers,2
11234,construct greens and grounds,2
11235,plan sports areas,2
11236,estimate consumption of water,2
11237,guide dog training methods,2
11238,restore old guns,2
11239,repair firearms,2
11240,customise guns,2
11241,assemble guns,2
11242,accurise guns,2
11243,apply bluing techniques,2
11244,curl hair,2
11245,remove mixture excess,2
11246,guide people to holding areas,2
11247,pack timber products,2
11248,repair plumbing systems,2
11249,repair ventilation equipment,2
11250,clean confined spaces,2
11251,pin parquet,2
11252,fill nail holes in wood planks,2
11253,apply medical first aid in case of emergency,2
11254,commission set construction,2
11255,create innovative desserts,2
11256,brief staff on daily menu,2
11257,check prices on the menu,2
11258,investigate occupational injuries,2
11259,psychological measures in working with other health care professionals,2
11260,convey medical routine information,2
11261,ensure compliance with healthcare regulations,2
11262,examine healthcare facility,2
11263,inspect staff,2
11264,advise medical staff,2
11265,manage operations in healthcare institutions,2
11266,maintain heat sealing machinery,2
11267,operate heat sealing machinery,2
11268,install radiators,2
11269,install wood heater,2
11270,install heat pump,2
11271,encourage teambuilding,2
11272,perform laboratory investigations,2
11273,tend honey extraction machine,2
11274,honey constituents,2
11275,handle honeycombs,2
11276,monitor food production documentation,2
11277,remove wax from honeycombs,2
11278,honey extractors types,2
11279,clean honey from pollen,2
11280,honey varieties,2
11281,differentiate honey depending on the origin,2
11282,hop cultivation,2
11283,cultivate hops,2
11284,manage horse breeding,2
11285,horse riding equipment,2
11286,horse riding,2
11287,supervise horticultural crews,2
11288,ensure safety in hospitality establishment,2
11289,deal with unforeseen incidents in hospitality,2
11290,human dynamics as part of hospitality security,2
11291,operate foil printing machine,2
11292,types of foil printing machines,2
11293,adjust foil printing machine,2
11294,prepare building site,2
11295,maintain construction structures,2
11296,cut stair carriages,2
11297,ensure private property security,2
11298,provide pet sitting services in owners homes,2
11299,evaluate benefit plans,2
11300,assess hydrogenation levels of edible oils,2
11301,morphology,2
11302,plan water resource development,2
11303,research ocean energy projects,2
11304,control objectives for information and related technology,2
11305,provide training on technological business developments,2
11306,plan ICT capacity,2
11307,usability engineering,2
11308,green computing,2
11309,establish an ICT security prevention plan,2
11310,operate imagesetter,2
11311,reduce dots,2
11312,research immune system malfunctions,2
11313,molecular and cellular immunology,2
11314,diagnostic immunology techniques,2
11315,arrange customs inspection,2
11316,apply for refunds,2
11317,arrange customs documents,2
11318,calibrate waste incinerator,2
11319,monitor incineration process,2
11320,thermal treatment,2
11321,maintain waste incinerator,2
11322,operate waste incinerator,2
11323,ensure compliance with maintenance legislation,2
11324,advise on machine maintenance,2
11325,issue penalties to violators of the sanitation code,2
11326,investigate complaints about improper waste handling,2
11327,tune instruments on stage,2
11328,prepare instruments for performance,2
11329,operate insulating tube winding machinery,2
11330,maintain insulating tube winding machinery,2
11331,analyse transmitted communications,2
11332,perform scrambling operations,2
11333,develop military intelligence records,2
11334,identify electronic signals,2
11335,electronic signals intelligence,2
11336,create plant displays,2
11337,manage artificial plant displays,2
11338,plants contribution to indoor climate and health conditions,2
11339,assess risks and implications of a design,2
11340,work in a landscape team,2
11341,keep up-to-date to design industry trends,2
11342,arrange student accommodation,2
11343,perform sight translation,2
11344,provide advocacy interpreting services,2
11345,monitor bond market,2
11346,assist in fund management,2
11347,set up drip irrigation system,2
11348,install stationary sprinkler system,2
11349,keep competences about irrigation systems up-to-date,2
11350,maintain sprinkler systems,2
11351,create master models,2
11352,metal polishing machine parts,2
11353,journalistic principles,2
11354,teach journalistic practices,2
11355,juvenile detention,2
11356,monitor flow of gum,2
11357,control open-fire kettles,2
11358,kinanthropometry,2
11359,install cooktops,2
11360,install oven,2
11361,use manual knitting techniques,2
11362,tend knitting machine,2
11363,manufacture fur products,2
11364,kosher meat,2
11365,select lacquer ingredients,2
11366,operate jar mill,2
11367,heat lacquer mixture,2
11368,lacquer spray gun parts,2
11369,choose proper primer coat,2
11370,types of laminators,2
11371,operate laminating machine,2
11372,fertiliser products,2
11373,manage waste treatment facility,2
11374,make accurate drawings,2
11375,perform studies and field investigation,2
11376,make decisions regarding landscaping,2
11377,ensure quality of legislation,2
11378,deliver leaflets,2
11379,hand out flyers,2
11380,repair leather goods,2
11381,procedural law,2
11382,work in fitness teams,2
11383,compile railway signalling reports,2
11384,operate barriers at level crossings,2
11385,create definitions,2
11386,organise library material,2
11387,maintain library inventory,2
11388,evaluate library materials,2
11389,assess breaches of licence agreements,2
11390,public service concession,2
11391,attach lift motor cables,2
11392,supervise plotting of stage lights,2
11393,take measurements of performance space,2
11394,supervise lighting crew,2
11395,transfer quicklime,2
11396,produce slaked lime,2
11397,control limestone flow,2
11398,handle hot limestone,2
11399,tend lime-kiln,2
11400,teach linguistics,2
11401,biodiesel,2
11402,alcohol fuels,2
11403,pre-grind nibs of cocoa,2
11404,comparative literature,2
11405,photoengraving,2
11406,apply opaque,2
11407,work with e-services available to clients,2
11408,make decisions regarding livestock management,2
11409,use localisation tools,2
11410,manage location logistics,2
11411,prepare road directions,2
11412,make photographic storyboards,2
11413,use locksmith equipment,2
11414,calculate quotations for security devices services,2
11415,repair lockable devices,2
11416,electronic locks,2
11417,install lockable devices,2
11418,provide strategies of differential diagnosis,2
11419,provide psychological interventions to chronically ill persons,2
11420,apply hypno-psychotherapy,2
11421,maintain cleanliness in the cloak room,2
11422,allocate numbers to clients belongings,2
11423,time-display methods,2
11424,attach pendulums,2
11425,estimate value of clocks,2
11426,place orders for clothing merchandise,2
11427,adjust clothes,2
11428,install vehicle accessories,2
11429,purchase car materials,2
11430,manufacture framework sections,2
11431,design chassis,2
11432,prepare vehicle trim,2
11433,carry out chassis modifications,2
11434,tend coagulation tanks,2
11435,develop rubber crumb slurry,2
11436,extract fatty acid,2
11437,manipulate rubber,2
11438,operate rubber mixing machine,2
11439,store cocoa pressing products,2
11440,tend cocoa pressing machines,2
11441,create coffee flavour profiles,2
11442,monitor coke quenching,2
11443,coking process,2
11444,manage time in furnace operations,2
11445,manage artworks transportation,2
11446,advertise the gallery,2
11447,curate artwork for exhibitions,2
11448,monitor artwork market,2
11449,obtain sponsorship,2
11450,manage visual communications,2
11451,play therapy,2
11452,applied kinesiology,2
11453,vojta therapy,2
11454,select elements for a composition,2
11455,tend compression moulding machine,2
11456,compression moulding machine parts,2
11457,add computer components,2
11458,test computer hardware,2
11459,clean concrete pumps,2
11460,install concrete pumps,2
11461,dismantle concrete pumps,2
11462,tend confectionery manufacturing equipment,2
11463,monitor quality of confectionery products,2
11464,diagnose conservation issues,2
11465,cope with decompression,2
11466,weld in hyperbaric conditions,2
11467,weld underwater,2
11468,use lift bags,2
11469,pour concrete underwater,2
11470,decommissioning,2
11471,organise quality circle,2
11472,position outriggers,2
11473,install scaffolding pump jacks,2
11474,glassworking,2
11475,install containers,2
11476,wire control panel,2
11477,collect control panel components,2
11478,mount control panel components,2
11479,maintain barrels,2
11480,manipulate copper,2
11481,extract products from coquilles,2
11482,select coquille types,2
11483,ensure coquille uniformity,2
11484,insert coquille structures,2
11485,move filled coquilles,2
11486,maintain coquille parts,2
11487,repair coquille defects,2
11488,operate smelter,2
11489,determine cause of death,2
11490,supervise correctional procedures,2
11491,flute sizes,2
11492,types of boxes,2
11493,styles of boxes,2
11494,test edge crush,2
11495,test beauty products,2
11496,carry out makeover for customers,2
11497,calculate concentrations,2
11498,analyse costume sketches,2
11499,show sample garments,2
11500,examine sample garments,2
11501,keep up to date on costume design,2
11502,finish costumes,2
11503,assemble costume parts,2
11504,operate bale presses,2
11505,remove cotton from bale presser,2
11506,label components,2
11507,call witnesses,2
11508,collect damages,2
11509,repossess goods,2
11510,advise on trial strategies,2
11511,advise customers on crafts,2
11512,secure crane,2
11513,install crane equipment,2
11514,repair crane equipment,2
11515,clean crime scenes,2
11516,analyse blood patterns,2
11517,handle saw securely,2
11518,types of crosscut saws,2
11519,ensure escape routes,2
11520,ban cameras,2
11521,improve customer interaction,2
11522,identify stress points of customer interaction,2
11523,prevent smuggling,2
11524,record cylinders information,2
11525,fill cylinders,2
11526,maneuver cylinders,2
11527,inspect cylinders,2
11528,connect cylinders lines,2
11529,tend cylindrical grinder,2
11530,cylindrical grinder parts,2
11531,recognize cytologic abnormalities,2
11532,cervical screening,2
11533,cytopathology,2
11534,ingredients for ice cream manufacturing,2
11535,help set performance schedule,2
11536,participate in technical aspects of the production,2
11537,help document artistic work at all stages,2
11538,contribute to the development of a creative choreography,2
11539,manage documentation for dangerous goods,2
11540,ABBYY FineReader,2
11541,optical character recognition software,2
11542,OmniPage,2
11543,utilise regular expressions,2
11544,use interface description language,2
11545,match people,2
11546,set up dates,2
11547,advise on dating,2
11548,observe logs,2
11549,move logs,2
11550,deburring machine parts,2
11551,types of deburring brush,2
11552,tend asphalt mixing machine,2
11553,assist psychologist,2
11554,maintain a production book,2
11555,liaise between theatre direction and design team,2
11556,specialised astrology software,2
11557,prepare horoscopes,2
11558,numerology,2
11559,aeronomy,2
11560,ATM systems,2
11561,operate ride panel,2
11562,exude enthusiasm during the auction sessions,2
11563,physiology of balance,2
11564,counsel patients on improving hearing,2
11565,instruct on the use of hearing aids,2
11566,clean patients ear canals,2
11567,evaluate the psychological impact of hearing problems,2
11568,balance disorders,2
11569,adjust cochlear implants,2
11570,diagnose hearing impairement,2
11571,operate audiological equipment,2
11572,perform repairs for hearing aids,2
11573,advise customers on hearing aids,2
11574,tend auger-press,2
11575,maintain extrusion machines,2
11576,cable-propelled transit,2
11577,operate automated stage movement control system,2
11578,analyse images,2
11579,assemble automotive batteries,2
11580,maintain motor vehicle steering system,2
11581,maintain suspension system,2
11582,perform vehicle diagnostic procedures,2
11583,repair vehicles electrical equipment,2
11584,inspect for faults in the vehicles electric system,2
11585,maintain snow removal equipment,2
11586,perform tests on airport vehicles,2
11587,test motor vehicles under demanding conditions,2
11588,conduct aviation auditing,2
11589,content of airworthiness directives,2
11590,evaluate implementation of safety procedures,2
11591,issue waivers,2
11592,monitor airworthiness certifications,2
11593,advise aircraft in hazardous conditions,2
11594,prepare forecasts for take-off and landing,2
11595,plan procurement of meteorological equipment,2
11596,provide quality assurance for meteorological services,2
11597,monitor performance of meteorological equipment,2
11598,provide reports on routine meteorological observations,2
11599,continually survey meteorological conditions,2
11600,use aeronautical mobile service communications,2
11601,implement safety management systems,2
11602,framework for a safety management system,2
11603,monitor airport surveillance infrastructure,2
11604,parasitology,2
11605,supervise transfer of luggage,2
11606,prepare garnish for drinks,2
11607,perform basket weaving,2
11608,manipulate wicker material,2
11609,types of bath tubs,2
11610,types of showers,2
11611,assemble batteries,2
11612,battery testers,2
11613,manage insect breeding,2
11614,apply extensive study of beer styles from around the world,2
11615,pair beer with food,2
11616,consult on beer presentation,2
11617,find new types of food & beverages,2
11618,develop solutions for harmful behaviour,2
11619,fabricate belts,2
11620,build up rubber plies,2
11621,operate calender machine,2
11622,supervise betting operations,2
11623,supervise betting shop staff,2
11624,betting,2
11625,recognise indicators of problem betting,2
11626,betting legislation,2
11627,administer chemicals for beverage clarification,2
11628,conform to alcohol regulations,2
11629,wash bicycles,2
11630,assemble bicycles,2
11631,electric bicycles,2
11632,advise customers on bicycles,2
11633,manage horse events,2
11634,ensure health and safety in escort services,2
11635,screen clients of escort services,2
11636,contact event speakers,2
11637,attach roofing cover,2
11638,set up stage decks,2
11639,install temporary audience accommodation,2
11640,inheritance council practices,2
11641,manage loans,2
11642,complete initial resource statements,2
11643,minerals prices,2
11644,decide quantity of explosives required,2
11645,sequence explosions,2
11646,issue drilling instructions,2
11647,extrusion processes,2
11648,prepare milk samples,2
11649,milking operations,2
11650,analyse milk control test results,2
11651,tend open pans,2
11652,tend acidulation tanks,2
11653,process of animal fat purification,2
11654,manage bioreactors,2
11655,production scale fermentation,2
11656,lab scale fermentation,2
11657,adjust fermentation processes,2
11658,tend fertiliser mixer,2
11659,saturate fibreglass mat with resin mixture,2
11660,select fibreglass,2
11661,operate fibreglass spray gun,2
11662,perform general maintenance on ship exteriors,2
11663,remove bead straps,2
11664,bind fibreglass filaments,2
11665,monitor bushings,2
11666,wind sliver strands,2
11667,control glass fibres flow,2
11668,tend fibreglass machine,2
11669,feed fibreglass machine,2
11670,train field investigators,2
11671,monitor field surveys,2
11672,supervise performers fights,2
11673,coach performers in your fight discipline,2
11674,define an approach to your fight dicipline,2
11675,ensure the longevity of the fight actions,2
11676,performing arts fights legal regulations,2
11677,adjust the work to the venue,2
11678,remove filament composite workpiece from mandrel,2
11679,cure composite workpiece,2
11680,prepare resin bath,2
11681,tend filing machine,2
11682,filing machine parts,2
11683,assess reliability of data,2
11684,rescue in road accidents,2
11685,assist community,2
11686,teach fire fighting principles,2
11687,apply fishery biology to fishery management,2
11688,study fish migration,2
11689,coordinate passengers,2
11690,coordinate cargo handling,2
11691,assume responsibility for maintaining a safe ship environment,2
11692,give theory lessons to pilots,2
11693,manage aircraft support systems,2
11694,manage allocation of flight resources,2
11695,operate separators for flour,2
11696,operate middlings purifier,2
11697,maintain artist flying system,2
11698,maintain flying harnesses,2
11699,adjust scraper bars,2
11700,check cured rubber,2
11701,grade foods,2
11702,advise food processing professionals,2
11703,ensure full functioning of food plant machinery,2
11704,supervise employees in food production plants,2
11705,set production KPI,2
11706,create food production plan,2
11707,conduct shelf studies,2
11708,teach food science,2
11709,cardiovascular system,2
11710,translate chemical innovations in pragmatic terms,2
11711,oversee the use of the land within the park,2
11712,enforce park rules,2
11713,analyse tree population,2
11714,assist forest survey crew,2
11715,plant trees,2
11716,pay attention to safety while performing forestry operations,2
11717,organise tree plantations,2
11718,interact with clients in forestry,2
11719,forecast timber production,2
11720,harvest timber,2
11721,coordinate new sites preparation,2
11722,perform forest diseases control,2
11723,extract coppice,2
11724,process arisings from treework operations,2
11725,load timber onto a skidder,2
11726,maintain the security of machinery,2
11727,minimise environmental impact on the surrounding area,2
11728,prepare emergency treework operations,2
11729,comply with timber trade code of conduct,2
11730,attach protective attachments to timber piles,2
11731,carry out forestry related measurements,2
11732,apply prescribed herbicides,2
11733,vegetation control,2
11734,maintain forest roads,2
11735,conduct forklift inspections,2
11736,estimate distances,2
11737,transfer stock,2
11738,monitor goods movement,2
11739,fortune-telling techniques,2
11740,meet non vessel operating common carriers rules,2
11741,inspect carrier documents,2
11742,respond to emergency calls for repairs,2
11743,provide pouring holes in cores,2
11744,insert core structures,2
11745,pour molten metal into cores,2
11746,construct cores,2
11747,position core workpieces,2
11748,decide on fragrance titles,2
11749,match frames to pictures,2
11750,build picture frames,2
11751,conduct fact finding,2
11752,manage truck drivers,2
11753,monitor vehicle fleet operations,2
11754,manage fleet capacity,2
11755,Freinet teaching principles,2
11756,apply Freinet teaching strategies,2
11757,carry picking work aids,2
11758,apply health and safety when picking,2
11759,monitor compliance with EU marketing standards for vegetables,2
11760,purchase fruits and vegetables,2
11761,supervise fruit production teams,2
11762,organise operations within the fuel station,2
11763,adjust fuel prices in line with company procedures,2
11764,manage financial transactions of fuel station,2
11765,supervise employees on operating fuel pumps,2
11766,perform fuel reconciliation,2
11767,order inventories of car care supplies,2
11768,sell lubricant cooling products for vehicles,2
11769,assist with filling fuel tanks of vehicles,2
11770,memorise assembly instructions,2
11771,furniture care products,2
11772,provide advice on furniture maintenance,2
11773,use furniture dust removing tools,2
11774,polish furniture,2
11775,monitor exhibition designs,2
11776,document restoration,2
11777,place orders for household equipment,2
11778,trade future commodities,2
11779,player logic,2
11780,develop gambling games,2
11781,publicity code,2
11782,apply publicity code,2
11783,manage game management plans,2
11784,rear game,2
11785,protect game,2
11786,control the production of game meat for human consumption,2
11787,remove predators,2
11788,manage habitats to benefit game,2
11789,maintain game equipment,2
11790,manage gambling hospitality,2
11791,manage gaming facilities,2
11792,manage gaming cash desk,2
11793,manage gambling game,2
11794,deal cards,2
11795,redistribute wagered money,2
11796,maintain game area,2
11797,participate in games for player distribution,2
11798,control games,2
11799,staff game shifts,2
11800,establish vertical gardens,2
11801,create garden areas in cemeteries,2
11802,herbicides sprayers,2
11803,operate control panels,2
11804,immerse gemstones in chemical liquid,2
11805,use gemstone identification equipment,2
11806,write gemstone grading report,2
11807,identify gemstones,2
11808,gemstone grading systems,2
11809,gemology,2
11810,recognise fake goods,2
11811,appraise gemstones,2
11812,research family histories,2
11813,genealogy,2
11814,carry out veterinary professional communication to the public,2
11815,supervise animal handling for veterinary activities,2
11816,manage pain for veterinary patients,2
11817,supervise nursing staff,2
11818,check the health of livestock,2
11819,decide on type of genetic testing,2
11820,interpret laboratory data in medical genetics,2
11821,investigate soil stability,2
11822,liaise with geology professionals,2
11823,engineer seismic equipment,2
11824,provide geophysical support,2
11825,document seismic research,2
11826,operate seismic equipment,2
11827,seismic measurement techniques,2
11828,perform electromagnetic geophysical measurements,2
11829,geothermal power generation methods,2
11830,create tube hinges,2
11831,solder lead came joints,2
11832,operate bevelling machine,2
11833,silvering,2
11834,tend glass forming machines,2
11835,adjust feeder tubes,2
11836,golf,2
11837,give out grants,2
11838,teach ergonomics in work place,1
11839,support public access to exhibitions,1
11840,advise museum director,1
11841,natural history,1
11842,provide advice on travel destinations,1
11843,tend cold extrusion machine,1
11844,tend hot extrusion machine,1
11845,monitor forage grazing plans,1
11846,manage plans for the storage of organic by-products,1
11847,manage mechanically controlled livestock production environments,1
11848,manage plans for the utilisation of organic by-products,1
11849,promote products in advertisements,1
11850,participate in fashion shows,1
11851,fertiliser catalysts,1
11852,synthetic fertilisers,1
11853,deliver fertiliser,1
11854,natural fertilisers,1
11855,fasten wood reinforcing strips to vessel components,1
11856,apply plastic resin layers,1
11857,engage in fencing,1
11858,saw off filament mandrel pins,1
11859,develop models,1
11860,organise fire station,1
11861,provide radio services in emergencies,1
11862,narrow web flexographic printing press,1
11863,wide web flexographic printing press,1
11864,provide advice on pilot licence application procedures,1
11865,manufacturing of mattresses,1
11866,administer materials to tea bag machines,1
11867,communicate regarding food labelling interdisciplinary issues,1
11868,coordinate launches of new food products,1
11869,care for the wildlife,1
11870,adapt to changes in forestry,1
11871,handle forest products,1
11872,coordinate forestry research,1
11873,organise harvests,1
11874,limit load to prevent damage,1
11875,use hand tools for forestry work,1
11876,monitor workload,1
11877,use telescopic handlers,1
11878,interpret tarot cards,1
11879,read palms,1
11880,ensure legal accreditation for forwarding agent operations,1
11881,operate gas turbines,1
11882,operate ash handling equipment,1
11883,coordinate coremaking shifts,1
11884,perform calorimeter operation,1
11885,measure fruits or vegetables,1
11886,jell fruits,1
11887,organise employees work in the service station,1
11888,clean marble furniture,1
11889,use environmental friendly materials,1
11890,manage online gambling,1
11891,online gambling,1
11892,deal with setbacks,1
11893,design the physical outlook of games,1
11894,design the digital interface of gambling,1
11895,betting and lottery games,1
11896,create game testing software,1
11897,clear woodland,1
11898,manage rivers and streams,1
11899,coordinate the sale of game,1
11900,develop game management plans,1
11901,compute results of games,1
11902,sour gas sweetening processes,1
11903,sulphur recovery processes,1
11904,clean oil processing units,1
11905,operate gear shaper,1
11906,determine origin of gemstones,1
11907,maintain genetic registers,1
11908,provide genetic counselling,1
11909,take referrals for genetic testing,1
11910,advise on prenatal diagnosis for genetic diseases,1
11911,undertake genetic risk assessment,1
11912,manage ethical dilemmas in genetic testing,1
11913,diagnose genetic diseases,1
11914,liaise with genetic laboratories,1
11915,measure reservoir volumes,1
11916,perform electrical geophysical measurements,1
11917,assess potential gas yield,1
11918,sandcarving,1
11919,agricultural sector policies,1
11920,repair dental instruments,1
11921,test dental instruments,1
11922,maintain dental instruments,1
11923,train dental technician staff,1
11924,supervise dental technician staff,1
11925,add chemicals to drilling fluid,1
11926,report touristic facts,1
11927,perform ultrasound,1
11928,report on radiological examinations,1
11929,apply water transfer printing techniques,1
11930,analyse information processes,1
11931,ensure the appropriate atmosphere,1
11932,unload raw material for animal feed,1
11933,wound closure techniques,1
11934,techniques for doll creation,1
11935,materials for doll creation,1
11936,polish silverware,1
11937,preserve documentation about creative process,1
11938,draw up rehearsal notes,1
11939,replace cutterhead teeth,1
11940,sew underwear,1
11941,anticipate change in car technology,1
11942,tend counterblow machine,1
11943,provide training on e-learning,1
11944,repair edge banding machinery,1
11945,prepare training events for teachers,1
11946,wind wires,1
11947,cast cell covers,1
11948,order electronics supplies,1
11949,process incoming electronics supplies,1
11950,dermasurgery techniques,1
11951,field-programmable gate arrays,1
11952,pilot boat for medical emergency services,1
11953,drive helicopter under emergency conditions,1
11954,dispatch emergency personnel,1
11955,shale gas,1
11956,maintain wood board machinery,1
11957,repair wood board machinery,1
11958,treat envelopes,1
11959,develop mine rehabilitation plan,1
11960,purchase of bloodstock,1
11961,conduct surveying activities for construction purposes,1
11962,inspect planed woodstock,1
11963,cool materials,1
11964,apply wound dressings,1
11965,apply foot casts,1
11966,design advocacy campaigns,1
11967,distribute pensions,1
11968,register mail,1
11969,handle registered mail,1
11970,understand budgetary limits,1
11971,hire post-production team,1
11972,tend clay extrusion machine,1
11973,perform green machining,1
11974,sell power tools,1
11975,manage periodic calibration plans,1
11976,maintain projection equipment,1
11977,glue film reels,1
11978,mark film reels,1
11979,obtain concert funding,1
11980,maintain stage weapons,1
11981,purchase stage weapons,1
11982,maintain prosthetic-orthotic laboratory equipment,1
11983,use casts of body parts,1
11984,use of special equipment for daily activities,1
11985,prosthetic-orthotic examination,1
11986,perform a prosthetic examination of the patient,1
11987,pedorthics,1
11988,manipulate prosthetic-orthotic device materials,1
11989,modify casts for prostheses,1
11990,take drive-through orders,1
11991,weigh in motion system,1
11992,wheel impact load detector,1
11993,hunting truck detector,1
11994,use tribometer,1
11995,hot wheel detection system,1
11996,determine train operational safety actions,1
11997,mould vinyl records,1
11998,monitor composting,1
11999,research remote sensing technologies,1
12000,install kerbstones,1
12001,operate towtruck,1
12002,couple bogies to rail vehicles,1
12003,monitor railway vehicles documentation,1
12004,perform maintenance work on rail tracks,1
12005,install facade cladding,1
12006,roofing drones,1
12007,thatch roofs,1
12008,prepare rubber sheets,1
12009,apply chromate conversion coating to a metal workpiece,1
12010,parkerise metal workpiece,1
12011,apply phosphate coating to metal workpiece,1
12012,screen printing machines,1
12013,create sculpture prototype,1
12014,repair alarm system,1
12015,infrared sensors,1
12016,glass breakage sensors,1
12017,reed sensors,1
12018,exercise security in hospitals,1
12019,analyse seismic risk,1
12020,predict earthquakes,1
12021,map the Earths interior,1
12022,test semiconductors,1
12023,install septic systems,1
12024,coordinate sewage sludge handling,1
12025,anchor sheet metal,1
12026,shape sheet metal objects,1
12027,oversee arrival and departure of ships into port,1
12028,tailor orthopaedic footwear,1
12029,shine shoes,1
12030,ensure train stability after loading,1
12031,compare shipment contents with waybill,1
12032,fingerspelling,1
12033,voice interpreting,1
12034,lipspeaking,1
12035,repair slitting machinery,1
12036,maintain soap production equipment,1
12037,inspect soap production operating units,1
12038,oversee equipment cleaning,1
12039,provide anger management counselling,1
12040,theatre pedagogy,1
12041,manage software localisation,1
12042,analyse ICT technical proposals,1
12043,install inverter,1
12044,purchase music,1
12045,draft music cue breakdown,1
12046,teach braille,1
12047,visit places of work,1
12048,circulate information,1
12049,maxillo-facial,1
12050,oral,1
12051,and dental surgery,1
12052,clinical neurophysiology,1
12053,gastroenterological surgery,1
12054,community medicine,1
12055,maxillofacial surgery,1
12056,child psychiatry,1
12057,occupational medicine,1
12058,handle seasonal sales,1
12059,handle external financing,1
12060,engage in chiropractic research,1
12061,develop chiropractic services,1
12062,cold winding,1
12063,hot winding,1
12064,install spindles,1
12065,install newel posts,1
12066,calculate stairs rise and run,1
12067,operate maritime lifting equipment,1
12068,post-process stone workpiece,1
12069,produce different surface finishes,1
12070,wax imperfections,1
12071,lay stones,1
12072,use pneumatic chisel,1
12073,create a prevention security plan for the store,1
12074,types of straightening machine,1
12075,perform street cleaning manually,1
12076,sword fighting,1
12077,practise extreme sports,1
12078,translate soundtrack,1
12079,use production planning software,1
12080,operate dump truck,1
12081,operate spreader,1
12082,operate tractor,1
12083,operate dragline,1
12084,national population census,1
12085,build machines,1
12086,introduce artist to potential employers,1
12087,administer spray tans,1
12088,create base for products,1
12089,repair stuffed animals,1
12090,create scenery display,1
12091,provide online help,1
12092,design failover solutions,1
12093,promote cancer preventive information,1
12094,perform on-treatment review,1
12095,assist customers with self-service ticketing machines,1
12096,collect fees for toilet usage,1
12097,keep up with language evolution,1
12098,make abstracts,1
12099,work with authors,1
12100,inspect aircrafts body,1
12101,buff finished paintwork,1
12102,add paint hardeners,1
12103,repair aircrafts body,1
12104,add paint thinners,1
12105,apply decorative design to vehicles,1
12106,promote public transport,1
12107,restrict bridge traffic,1
12108,handle animals for semen collection,1
12109,promote animals,1
12110,provide animal related information for legal proceedings,1
