name,weight
teach hospitality principles,3
install gutters,3
prepare roofing materials,3
install laminate floor,3
cut resilient flooring materials,3
install roof flashing,3
lay resilient flooring tiles,3
lay non-interlocking roof tiles,3
advise on housing,3
investigate human rights violations,3
process animal by-products,3
model groundwater,3
assist hydrographic surveys,3
develop technological improvement strategies,3
design ICT hardware placement,3
define ICT network design policies,3
manage closed-circuit television system,3
configure ICT system,3
allergies,3
research welding techniques,3
advise customers on new equipment,3
manufacturing of pumps and compressors,3
manufacturing of office equipment,3
manufacturing of taps and valves,3
assemble sensors,3
develop organisational information goals,3
analyse information systems,3
draw up instrument setup,3
metallurgy,3
conduct financial surveys,3
trademarks,3
promote sustainable interior design,3
implement transport strategy,3
develop communication networks with shipping sites,3
attend meetings,3
tape transcription,3
chuchotage interpreting,3
perform sworn translations,3
memorise large amounts of information,3
follow interpreting quality standards,3
perceive the context,3
receive goods,3
handle returns,3
install irrigation systems,3
install sprinkler systems,3
maintain irrigation controllers,3
provide information on carat rating,3
fill etchings,3
sand gemstones,3
guide jury activities,3
produce piano components,3
produce organ components,3
install organs,3
kiln types,3
psychomotor therapy,3
provide individual exercise programmes,3
torah,3
liaise with union officials,3
harvest cover crops,3
tow a tractor implement using the power take-off,3
spread fertiliser,3
operate washer extractor,3
teach principles of law,3
ensure consistency of translation works in multiple target languages,3
set up specifications in curing room,3
use curing room equipment,3
comment drafts,3
carry out railway accident investigations,3
practical lexicography,3
identify new words,3
manage library users queries,3
instruct library users,3
display library material,3
manage licensee portofolio,3
negotiate rights of use,3
establish usage policies,3
protective measures related to swimming pool chemicals,3
install lift controller,3
install lift governor,3
install lift shaft support equipment,3
monitor lift shaft construction,3
read lighting plans,3
design the completion for a well in petroleum production,3
liaise with mine professionals,3
use reservoir surveillance,3
ink printing plates,3
respond to inquiries in written form,3
type at speed,3
carry out specialised procedures for pigs,3
shearing of wool,3
handle feathers,3
monitor the production of eggs,3
develop the product catalogue,3
arrange permits,3
cut keys,3
analyse ergonomics in different workplaces,3
provide escort services,3
provide physical intimacy,3
maintain privacy in escort services,3
provide railway technical advice,3
report outcome of blast,3
signal for explosion,3
safely detonate explosives,3
tend spice mixing machine,3
types of condiments,3
operate sieves for spices,3
recommend personalised optical products to customers,3
operate grease gun,3
address gender-related issues in family planning counselling,3
market farm products,3
livestock,3
perform milk control tests,3
dairy animal production,3
repair laminated structures,3
communicate with stakeholders,3
adapt fighting techniques for performance,3
synthetic resins,3
write charity grant proposals,3
perform asset depreciation,3
review distribution management procedures,3
perform maintenance on fire alarm systems,3
drive firetruck under emergency conditions,3
mix treating materials,3
handle challenging situations in fishery operations,3
adapt to changes on a boat,3
cope with challenging circumstances in the fishery sector,3
coordinate communication during mine emergencies,3
correct fitness customers,3
flexography,3
operate flexographic printing machine,3
manage process of flexographic print,3
teach flying practices,3
show samples of wall and floor coverings,3
sell floor and wall coverings,3
starchy plant foods,3
floriculture,3
design floral decorations,3
conduct food tests,3
collect briefing regarding products,3
advise on food preservation,3
provide food labelling expertise,3
manage resources in food manufacturing,3
plan food plant production activities,3
perform strategic planning in the food industry,3
measure sugar refinement,3
evaluate ingredient documentation from suppliers,3
manage scale-up experiments for manufacturing of products,3
carry out routine maintenance of wood cutting machinery,3
maintain trails,3
manage logs segregation and stacking,3
maintain forest inventory,3
advise on timber-based products,3
conduct reforestation surveys,3
work in a forestry team,3
mechanical forging press parts,3
use barcode scanning equipment,3
monitor vehicle repairs,3
close circuit breaker,3
evaluate prospective foster parents,3
conduct foster care visits,3
insert reinforcement in mould,3
food flavourings,3
advise on fragrances,3
olfaction,3
intermodal options,3
intermodalism,3
froth flotation processes,3
pack vegetables or fruits,3
load picked fruits and vegetables,3
prepare fruits and vegetables for pre-processing,3
weigh fruits and vegetables,3
ensure temperature control for fruits and vegetables,3
manage fuel inventory,3
car cleaning procedures,3
operate a forecourt site,3
operate cremation equipment,3
prepare coffins for cremation,3
slaughter fur animals,3
assemble prefabricated furniture,3
wax wood surfaces,3
lacquer wood surfaces,3
teach further education,3
analyse gambling data,3
identify indicators of problem gambling,3
attend gaming tests,3
maintain turf management equipment,3
prepare land for turf laying,3
establish green roof,3
agree on repair arrangements,3
hydraulic fracturing,3
install gas heaters,3
perform oil tests,3
conduct jewellery market research,3
provide care for a patient group with specific characteristics,3
contribute to education in medicine,3
animal food products,3
implement veterinary clinical governance,3
study radar images,3
petrology,3
assess potential oil yield,3
install rock movement monitoring devices,3
position glass on trays,3
tend lehr,3
assemble windows,3
use polishing compounds,3
use glass engraving tools,3
remove glass from windows,3
install structural glazing,3
install glass frames,3
colour glass,3
communicate information during sport game,3
monitor policy proposals,3
transportation sector policies,3
set payment handling strategies,3
find trends in geographic data,3
operate plasma cutting torch,3
demolish selectively,3
operate oxygen cutting torch,3
demolish structures,3
keep records for dental prostheses,3
manufacture dental instruments,3
maintain laboratory dental tools,3
test dental appliances for compliance,3
medico-biological and medical sciences related to dentistry,3
contribute to practice innovation in health care,3
oral surgery,3
maintain circulation system,3
monitor drilling fluid,3
build a strategic marketing plan for destination management,3
design press kit for media,3
operate vacuum dewatering system,3
perform routine maintenance on railway engines,3
mechanics of trolley buses,3
Frostbite (digital game creation systems),3
Unity (digital game creation systems),3
Unreal Engine,3
Source (digital game creation systems),3
id Tech,3
CryEngine,3
develop virtual game engine,3
distinguish lumber categories,3
dipping tank types,3
galvanise metal workpiece,3
alter management,3
manage gambling finances,3
assist with self-medication,3
prepare site for construction,3
operate distillation equipment,3
rectify spirits,3
sell service contracts for electrical household appliances,3
collect mail,3
install locks,3
model electrical system,3
install drainage well systems,3
study relevant writing,3
clean upholstered furniture,3
draw up artistic project proposals,3
position anchor poles,3
guide placement of anchors,3
operate bucket wheel excavator,3
coordinate drilling,3
monitor well safety,3
manage service contracts in the drilling industry,3
monitor well costs,3
analyse drill engineering,3
manage drilling contracts,3
design well-head equipment,3
restore natural environment after drilling proofs,3
prepare well data sheets,3
manage drilling team,3
monitor well operations,3
design drill programmes,3
liaise with specialist contractors for well operations,3
design well paths,3
tend pyrotechnics drying room,3
control pyrotechnics stock,3
transfer bricks,3
tend drying equipment,3
mix grain according to recipe,3
Earth science,3
manage aquatic habitat,3
observe teaching activities,3
organise operations of residential care services,3
communicate with others who are significant to service users,3
create campaign schedule,3
install utility equipment,3
shift energy demands,3
use wire processing machinery,3
maintain power plants,3
order electrical supplies,3
soldering techniques,3
teach electricity principles,3
automatic meter reading,3
apply electrolytes to cathodes and anodes,3
monitor electroplating baths,3
embalm bodies,3
remove debris,3
perform environmental remediation,3
fire the surface,3
prepare the enamel,3
check quality of enamel,3
prepare surface for enamelling,3
develop gas distribution schedule,3
change power distribution systems,3
develop waste management processes,3
calculate solar panel orientation,3
apply wood kiln drying technologies,3
advise on social enterprise,3
produce samples,3
emission standards,3
prevent outbreaks of communicable diseases in the community,3
take disease prevention measures,3
customise travel package,3
transcribe texts,3
paint tyres,3
sell tyres,3
adjust bag inside tyres,3
apply rubber patches,3
coat inside of tyres,3
clamp tyre into mould,3
construct dams,3
construct canal locks,3
order supplies for vehicle maintenance and repair,3
decide on providing funds,3
program artistic productions,3
manage venue programme,3
draw up artistic programming policy,3
engage artistic staff,3
monitor programming finances,3
hospitalised animal nursing care,3
manage clinical environments,3
maintain stocks of veterinary materials,3
tend vines,3
participate in vine maintenance,3
develop store design,3
assemble visual displays,3
liaise with appropriate staff for visual display,3
warehousing regulations,3
demagnetise watches,3
inspect roof for source of rainwater contamination,3
develop water supply schedule,3
design piers,3
design digital call to action,3
move treated wood,3
produce reports based on animal records,3
electrical operation of trolley buses,2
tumbling machine parts,2
drive tunnel boring machine,2
tunnel boring machine console,2
operate theodolite,2
switch tunnel boring machine modes,2
tend tunnel kiln,2
preheat kiln car,2
tend twisting machines,2
operate bead setter,2
brush solvent,2
put adhesive on plies,2
manage camelbacks,2
form continuous bands,2
operate drum device,2
adjust vulcanizing machine,2
upsetting machine parts,2
tend upsetting machine,2
types of upsetting machines,2
develop concepts for city marketing,2
clean up after an event,2
make recommendations for repairs,2
fabricate V-belts,2
thread cemented belts,2
position V-belts on covering machine,2
cover V-belts with fabric,2
tend V-belt covering machine,2
label belts,2
press rubberized fabrics,2
cut rubberized fabrics,2
tend notching machines,2
tend belt branding machine,2
position V-belts on notching machine,2
stamp V-belts,2
prepare mould for vacuum forming,2
heat up vacuum forming medium,2
adjust the varnish mixture,2
remove sediment from varnish,2
operate varnish production equipment,2
weigh varnish ingredients,2
transfer varnish,2
ensure vehicle preparation for pick-up,2
treat vehicle fabrics,2
polish windshields,2
remove windshields,2
examine damaged windshields,2
apply primer,2
monitor vehicle maintenance activities,2
arrange pick‐up,2
conduct customer identification,2
arrange rental car drop-off,2
complete transaction procedures for returned vehicles,2
audit closed vehicle rental contracts,2
perform vehicle tests,2
maintain operations of vending machines,2
grade veneer,2
operate veneer slicer,2
establish investment funds,2
stir herbs in vats,2
work with mistelle bases,2
operate sieves for botanicals,2
perform aromatisation of wines,2
teach veterinary science,2
provide nursing care for animals in recovery,2
animal recovery procedures,2
provide nursing care for hospitalised animals,2
receive veterinary clients and their animals for appointments,2
maintain the veterinary reception area,2
maintain work environments in a veterinary practice,2
monitor condition of hospitalised animals,2
assist in the administration of fluids to animals,2
install image equipment,2
crush grapes,2
supervise the wine cellar,2
prepare compressed gas cylinders,2
manage cellar stocks,2
manage cellar operations,2
clean drink dispense lines,2
manage technical aspects of vineyard production,2
manage pest and weed control,2
monitor grapes,2
advise on grape quality improvement,2
advise on plant mineral nutrition,2
raisin grapes,2
table grapes manipulation,2
"""analyse the original actors way of speaking""",2
food and beverages on the menu,2
prepare the restaurant for service,2
monitor waiting list,2
provide staff training in warehouse management,2
manage third-party logistics providers,2
maintain material handling equipment,2
handle paperwork related to warehouse stock,2
coordinate shipments of waste materials,2
communicate with waste treatment facilities,2
design dams,2
anticipate shipment handling requirements,2
strive to conserve the composition of water,2
separate unstable elements in the water,2
organise shellfish depuration,2
check animal feeding behaviour,2
observe fish disease symptoms,2
carry out shellfish depuration procedures,2
maintain shellfish depuration equipment,2
harvest live aquatic species,2
types of waterways,2
pump wax,2
adjust liquefaction temperature,2
pack charcoal,2
transfer wax,2
troubleshoot website,2
maintain responsive design,2
develop weight loss schedule,2
discuss weight loss plan,2
repair wells,2
dig wells,2
apply weaving techniques for wicker furniture,2
test wind turbine blades,2
produce wind musical instrument components,2
tend winding machines,2
follow reporting procedures,2
use a water-fed pole system,2
protect window frames,2
report on window damage,2
prepare cleaning materials for window cleaning,2
stay abreast of wine trends,2
taste wines,2
apply extensive study of wine types from around the world,2
host wine-tasting events,2
assemble wire harnesses,2
types of weave for wire mesh,2
tend wire weaving machine,2
types of wire mesh,2
wood caulking processes,2
traditional wood caulking materials,2
prepare kiln schedules,2
identify drying defects,2
operate pellet press,2
pellet standards,2
types of pallets,2
pallet dimensions,2
maintain sanding machines,2
use sanding machines,2
types of sanders,2
sanding grits,2
record wood treatment information,2
use turning tools,2
avoid tear-out in woodworking,2
animal breeding programmes,2
animal acquisition,2
manage logistics pricing systems,2
maintain freight rate databases,2
perform system analysis,2
theory of constraints,2
use specific data analysis software,2
liaise with logistics management teams,2
anticipate the overhaul of the fleet,2
manage the fleet according to planned operations,2
control reorder points,2
propose settlements,2
manage lottery operations,2
tally lumber,2
examine lumber,2
mark lumber,2
grade lumber,2
perform technically demanding tasks,2
assemble fabrics of large dimensions for outdoors,2
manufacture made-up fabrics for indoor usage,2
repair prostheses,2
perform quick make-up changeovers,2
consult to produce single malt beverages,2
manage manufacturing facilities,2
install electrical equipment in vessels,2
assess structural integrity of ship for maritime usage,2
comply with operational standards for vessels,2
local waters of the port,2
steer vessels in ports,2
plan vessel pilotage,2
regulate the speed of ships in ports,2
monitor maritime operations,2
manage diversification of maritime operations,2
simplify communication in maritime management,2
manual lymphatic drainage massage,2
electrotherapy,2
roasting coffee,2
set theory,2
obtain information on various nautical subjects,2
steer ship in compliance with helm orders,2
meat industry,2
manage mediation staff,2
draft the rules of the mediation service,2
operate machines for the rubber extrusion process,2
deliver case notes,2
edit dictated medical texts,2
transcribe medical data,2
cardiology,2
tropical medicine,2
neuropsychiatry,2
neurological surgery,2
use séance tools,2
develop campaigns,2
produce drum components,2
types of drums,2
plan retail space,2
ensure point of sale material availability,2
nibbling machine parts,2
set up lathe compound,2
write weather briefing,2
create weather maps,2
water consumption,2
package microelectromechanical systems,2
conduct spontaneous child deliveries,2
postpartum legal protection,2
provide care for the mother during labour,2
provide information on the effects of childbirth on sexuality,2
carry out treatment prescribed by doctors,2
lactation,2
take emergency measures in pregnancy,2
support informed consent,2
provide pregnancy termination care,2
store raw milk,2
batch tank types,2
grade wheat for milling,2
manage waste rock,2
cope with challenging circumstances in the mining sector,2
develop improvements to the electrical systems,2
procure electrical machinery,2
prevent health and safety problems,2
generate reconciliation reports,2
deputise for the mine manager,2
maintain ambulance room stock,2
assist blood sample collection,2
manage mine ventilation,2
operate crusher,2
manage mineral processing plant,2
manage mineral testing procedures,2
bioleaching,2
implement mineral processes,2
determine crystalline structure,2
design miniature props,2
preset miniature sets,2
hand props to actors,2
operate tunnelling machine,2
interpret seismic data,2
perform religious rituals,2
supervise religious organisations,2
assist in church service,2
judaism,2
Islam,2
hinduism,2
Christianity,2
prayer,2
monasticism,2
apply Montessori teaching strategies,2
Montessori philosophy,2
Montessori learning equipment,2
Montessori teaching principles,2
repair photographic film,2
clean negatives,2
test chemicals in development baths,2
test film processing machines,2
soak film in water,2
dry photographic film,2
develop after-sales polices,2
set commercial strategies in vehicle showroom,2
organise resources for the vehicle showroom,2
develop dealership forecasts,2
oversee the presentation of vehicles in dealership,2
attend vehicle auctions,2
coordinate mouldmaking shifts,2
camping gear,2
design procedures for the relocation of specific goods,2
obtain permits for use of public spaces,2
liaise with film exhibitors,2
ensure special requirements for goods in storage,2
supervise special visitors,2
select loan objects,2
prepare exhibition programs,2
play the piano,2
"""provide feedback on patients communication style""",2
music therapy clinical practice,2
design music therapy termination plan,2
respond to incidents in music therapy sessions,2
hold group music therapy sessions,2
music therapy schools,2
use therapeutic communication techniques,2
integrate scientific findings into music therapy practice,2
provide directions in music therapy sessions,2
develop original melodies,2
develop educational materials on music therapy,2
review music therapy treatment approaches,2
inter-professional communication in the psychosocial field,2
apply music therapy termination methods,2
developmental possibilities in music therapy interventions,2
implement evaluation methods in music therapy,2
perform repertoire for therapeutic purposes,2
palliative settings,2
music therapy theories,2
applied music therapy,2
planning principles for music therapy interventions,2
design evaluation methods in music therapy,2
use music according to the needs of patients,2
demonstrate musicianship,2
develop a repertoire for music therapy sessions,2
design a music show,2
protect wilderness areas,2
network marketing,2
feed the nitrator,2
test nitroglycerin mixture,2
separate nitroglycerin from acids,2
store spent acids,2
monitor nitroglycerin flow,2
use ultrasonic equipment,2
perform liquid penetrant tests,2
make radiographic images,2
take affidavits,2
administer oaths,2
witness the signing of documents,2
handle radiopharmaceuticals,2
administer radiopharmaceuticals,2
use nuclear medicine techniques,2
prepare for nuclear medicine procedures,2
perform nuclear medicine procedures,2
operate machine tools,2
evidence-based nursing care,2
leadership in nursing,2
citizen involvement in healthcare,2
patient autonomy,2
design job analysis tools,2
develop occupational classification systems,2
carry out job analysis,2
write job descriptions,2
calculate betting target odds,2
supervise grape pressing,2
route correspondence to business departments,2
instruct clients on the usage of office equipment,2
set up office equipment,2
regulate animal health standards,2
perform inspections of food-processing plants,2
comply with veterinary inspection standards,2
follow environmentally sustainable work practices in the veterinary sector,2
operate offset printing machine,2
operate rig motors,2
maintain hydraulic press,2
execute conversion testing,2
run test pressings,2
electroform,2
retain record samples,2
electrooptics,2
advise customers on eyewear maintenance,2
repair lenses,2
use lensometer,2
adjust eyeglasses to fit customers,2
assemble optomechanical equipment,2
administer medication for vision problems,2
provide domiciliary eyecare,2
perform ocular tonometry,2
clean ships,2
maintain ship brightwork,2
secure cargo on ships,2
shape ornamental design,2
cut ornamental design,2
conduct specialised orthoptic tests,2
orthoptics,2
contact lens fitting techniques,2
ophthalmological examination methods,2
carry out orthoptic treatments,2
neuro-ophthalmology,2
supervise orthoptic treatments,2
treatment of strabismus,2
receive patient referrals with eye conditions,2
types of strabismus,2
provide osteopathic diagnosis,2
conduct gross examination of tissues,2
develop osteopathic treatment plans,2
promote exercise programmes,2
belay techniques,2
promote sustainable packaging,2
prepare paint ingredients,2
tend paint mixer,2
adjust paper bag machine,2
operate paper bag machine,2
stack paper bags,2
adjust paper cutter,2
install embossing plates,2
types of embossing,2
plan engineering activities,2
paper chemistry,2
operate headbox,2
apply paper coating,2
collect fares,2
keep records of passports,2
process applications,2
transport allocated patients,2
manage pawnshop inventory,2
prepare paychecks,2
examine budgets,2
carry out financial transactions,2
calculate wages,2
procure time sheet approval,2
set up multimedia equipment,2
perfume raw materials,2
advise on furniture style,2
protect plants during pest control,2
perform safety inspections on spraying equipment,2
pesticides sprayers,2
pet product industry,2
pet diseases,2
pharmaceutical processes,2
teach pharmacy principles,2
report medication interaction to pharmacist,2
enlarge negatives,2
assemble cameras,2
forensic physics,2
support discharge from physiotherapy,2
assist physiotherapists,2
radiological photography,2
manage pig breeding,2
integrate principles of Pilates training,2
adapt Pilates exercises,2
prepare Pilates exercise session,2
deliver Pilates exercises,2
demonstrate professional Pilates attitude,2
set up pile helmets or sleeves,2
operate pile driver hammer,2
drive concrete piles,2
drive steel piles,2
operate vibratory pile hammer,2
drive timber piles,2
operate pill making machine,2
use polygonal modelling,2
create 3D texture map,2
blasting abrasives,2
sand blasting machine parts,2
operate sand blasting cabinet,2
types of polymers,2
operate fluff pulp mixing machine,2
manage different departments in a hospitality establishment,2
set health,2
hygiene,2
safety and security standards,2
acoustical engineering,2
organise supporters,2
design campaign actions,2
plan choreographic improvisation,2
advise on insurance policies,2
prescribe advanced nursing care,2
mentor other health professionals,2
diagnose advanced nursing care,2
contribute to high level health strategic decisions,2
develop advanced health promotion strategies,2
plan advanced nursing care,2
screen patients for disease risk factors,2
conduct research in advanced nursing care,2
clinical decision-making at advanced practice,2
lead research activities in nursing,2
organise homecare for patients,2
provide advanced clinical practice in physiotherapy,2
prescribe tests for physiotherapy,2
risks of elevated advertising structures,2
ensure maintenance of the advertising furniture,2
set up advertising street furniture,2
remove posters,2
manage account department,2
manage media services department,2
polling techniques,2
test improved aeronautical information management systems,2
maintain up-to-date aeronautical information management services,2
perform body wrapping,2
observe machine feed,2
inspect binding work,2
measure paper sheets,2
unbind books,2
emboss designs,2
announce bingo numbers,2
explain bingo rules,2
develop biocatalytic processes,2
lead clinical pharmacology studies,2
maintain biogas plant,2
operate biogas plant,2
bioethics,2
implement quality control procedures for biomedical tests,2
support blood transfusion services,2
carry out biopsy,2
monitor the effects of medication,2
perform screening for infectious diseases,2
protein,2
pump products for storage,2
develop work programmes,2
winterise fats,2
operate cubing machine,2
blow moulding machine parts,2
grind wasted plastic,2
operate vessel critical systems,2
stand watch on vessel,2
give care instructions,2
tattoo customers,2
secure premises,2
types of drill press oils,2
disarm land mine,2
operate metal detection equipment,2
identify land mines,2
demining operations,2
network within the writing industry,2
provide support to authors,2
adjust paper stitching machine,2
book reviews,2
sell academic books,2
tend botanical milling machines,2
create beverage recipes with botanicals,2
boxing,2
manufacturing industrial braids,2
design beer recipes,2
feed the clay mixing machine,2
set up extrusion head,2
maintain finishing units,2
install falsework,2
advise land owners of bridge inspection,2
monitor quality of broadcasts,2
select recording source,2
set up broadcast equipment,2
assemble video tape footage,2
screen television series pilots,2
"""manage clients money matters""",2
implement hedging strategies for clients,2
bristles,2
insert bristles,2
identify damage to public space,2
tube filling systems,2
manage assignment of bus routes,2
condition of local roads,2
recruit bus drivers,2
teach air cabin crew procedures,2
roasted cacao beans,2
chemical reactions of roasting cacao beans,2
manage cadastre,2
set press-cycle time,2
check strength of materials,2
check stability of materials,2
check durability of materials,2
fill sacks,2
control odours from prepared animal feeds production,2
"""style a dogs coat""",2
provide facilities for animal grooming services,2
"""dry dogs coat for further treatment""",2
handle working animals,2
train dogs,2
manage animal adoption,2
sociocultural contexts in which animals are kept,2
instruct animal owners,2
liaise with animal welfare agencies,2
heed the altering anodising properties,2
push anodising tank air bar,2
work on excavation site,2
identify archaeological finds,2
specialise in an area of history,2
produce copies of valuable objects,2
produce customised tools,2
examine cost of antiquarian goods,2
sell antiquarian products,2
clean the cage,2
assist cage net changing,2
maintain nets,2
supervise cage net systems,2
carry out maintenance on cage equipment and machinery,2
aquaculture legal documents,2
grow cultures used in monitoring experiments,2
oversee harvest process,2
organise sale of live products,2
carry out humane harvesting practices,2
develop aquaculture hatchery business plan,2
schedule hatchery supplies,2
green water incubation technology,2
monitor larval development,2
operate photoreactors,2
clean off fouling,2
rear food fish,2
manure aquaculture ponds,2
operate biological filtration,2
clean aquaculture stock units,2
maintain aquaculture ponds,2
plan aquaculture cage mooring system,2
set up aquaculture cage mooring system,2
identify risks of ship activities,2
shellfish cultivation systems,2
compare production forecasts with actual results,2
implement traceability systems,2
advise on aquaculture products supply chain,2
perform HACCP inspections for aquatic organisms,2
handle larval weaning process in nursery stage,2
supervise circulation systems,2
supervise biofilter systems,2
manage recirculation systems equipment,2
manage recirculation systems,2
biofilter systems,2
aquatic resources biosecurity,2
response to health emergencies,2
prepare work instructions,2
select aquaculture equipment,2
coordinate shifts,2
monitor grounds,2
epigraphy,2
study ancient inscriptions,2
oversee excavation,2
teach archaeology,2
create electrical wiring diagram,2
teach principles of architectural design,2
store archival objects,2
appraise historical documents,2
aid archive users with their enquiries,2
contextualise collection,2
pose for artistic creation,2
pose nude,2
attend dress fittings,2
teach art studies class,2
schedule artistic activities,2
enable patients to explore artworks,2
treat medical conditions with art therapy,2
challenge patient behaviour by means of art,2
techniques of practice in art therapy,2
press paper manually,2
dry paper manually,2
make paper slurry,2
drying methods,2
strain paper on mould,2
provide arts coaching sessions,2
collaborate with coaching team,2
assess your competences for artistic coaching,2
manage indoor tanning sessions,2
manage fisheries projects,2
maintain tanks for viticulture,2
operate fishing equipment,2
apply horticultural standards and practices,2
impact of meteorological phenomena on mining operations,2
assist in the conducting of flight checks,2
assist during take off and landing,2
teach air traffic control,2
airspace system block upgrades,2
conduct quality assurance checks on aircraft cargo,2
take weather conditions into account,2
prepare flight dispatch release,2
disseminate flight information,2
calculate aircraft weight,2
assist pilot in execution of emergency landing,2
fuel inventory methods,2
conduct aviation fuel servicing operations,2
report anomalies in aircraft interiors,2
inspect aircraft cleanliness,2
operate follow-me vehicles,2
execute necessary procedures prior to take off,2
aircraft marshalling signals,2
perform necessary checks before moving aircraft onto stand,2
set up ramps in airports,2
monitor customer safety on apron,2
manage obstacle control,2
manage removal of disabled aircraft,2
conduct safe aircraft marshalling,2
instructions of aerodrome operations,2
inspect airside area facilities,2
implement airside vehicle control provisions,2
manage aircraft parking areas,2
inspect airfield facilities,2
maintain aerodrome equipment,2
geological factors in airport construction,2
monitor aviation growth trends,2
land use for airport planning,2
use X-ray machines,2
ensure annual safety inspections,2
approve the design of aircraft parking areas,2
supervise airside performance,2
implement the airside safety auditing system,2
apply the concept of Flexible Use of Airspace,2
manage aspects of airspace management,2
monitor airspace planning,2
consider environmental factors in long-term care for animals,2
assemble bombs,2
types of cartridges,2
assemble ammunition,2
finish shells,2
types of propellants,2
operate bullet press,2
provide amusement park information,2
tend amusement park booths,2
issue sport equipment,2
ensure the positioning of the patient for surgery,2
assess patients after surgery,2
administer anaesthetics to patients,2
maintain anaesthetic machinery,2
order supplies for anaesthesia services,2
monitor patients during surgery,2
assist with hemostasis,2
conduct visits to the postmortem room,2
work with authorities related to mortuary services,2
perform mortuary facility administration,2
provide information on mortuary services,2
cope with unusual stimuli in the mortuary facility,2
take samples during autopsy,2
legal requirements related to mortuary services,2
assist with reconstructing the body after autopsy,2
carry out artificial insemination of livestock,2
evaluate semen,2
manage selection of breeding stock,2
recruit animal handlers,2
instruct animals for therapy purposes,2
neurophysiology of animals,2
neuroanatomy of animals,2
transfer animal embryos,2
remove embryos,2
develop visitor engagement strategies,2
dispose prepared animal feeds waste,2
tend prepared animal feeds equipment,2
complete evaluation forms of calls,2
manage guest support services,2
supervise camp operations,2
clean camping facilities,2
manage campsite supplies,2
cool candles in baths,2
grade candles,2
insert wick,2
beeswax,2
tend sweet making machines,2
tend bottle-washing machine,2
inspect capsules,2
scoop capsules,2
manage capsule rings,2
eject filled capsules,2
perform pill branding,2
tend bottle cork machine,2
provide assistance with job search,2
organise study information sessions,2
application process,2
cut carpet,2
finish carpet edges,2
fit carpet seams,2
use traditional carpet making techniques,2
manufacture carpets,2
harness horses to carriage,2
drive carriage,2
manage casino facilities,2
manage casino,2
schedule gaming tables,2
ensure compliance with gaming laws,2
sell gaming activities on the floor,2
match actors to roles,2
cast concrete rings,2
calculate allowances for shrinkage in casting processes,2
operate patternmaking machinery,2
repair patterns,2
manage cattle breeding,2
trim bovine hooves,2
operate hooves trimming tools,2
assess the care requirements of bovine feet,2
assess environmental influences on bovine feet,2
fit ceiling tiles,2
perform beverage dealcoholisation,2
maintain burial records,2
affix memorial plaques,2
prepare graves,2
monitor credit institutes,2
determine monetary policy actions,2
perform currency reserve management,2
create ceramic work by hand,2
add slabs to ceramic work,2
create ceramic objects,2
create specific enamels,2
add coils to ceramic work,2
tend chain making machine,2
types of chain,2
assist missionary work,2
quran,2
instruct kitchen personnel,2
maintain chromotography machinery,2
prepare chemical ingredients,2
radiochemistry,2
conduct laboratory chemical research on metals,2
solid-state chemistry,2
mass spectrometry,2
manufacture prepared meals,2
manufacturing of different chilled prepared meals,2
use chimney sweeping equipment,2
carry out chimney pressure testing,2
protect surrounding area during chimney sweeping process,2
dispose soot from the sweeping process,2
"""check chimneys conditions""",2
create chimney inspection reports,2
inform customers on environmental protection,2
enforce chimney sweeping quality standards,2
train chimney sweeps,2
coordinate the activities of chimney sweeps,2
chiropractic terminology,2
manage chiropractic professional equipment,2
perform clinical neurophysiological examinations,2
observe record keeping standards in chiropractics,2
educate on preventing injuries,2
neuropathology,2
prescribe treatments related to surgical procedures,2
undertake clinical chiropractic research,2
perform chiropractic examinations,2
apply specific manual chiropractic techniques,2
provide stabilisation care in emergency,2
have good bedside manner,2
prepare patients for surgery,2
somatic integrated modalities,2
write reports on neurological tests,2
assess chiropractic intervention,2
assess referred healthcare users,2
perform orthopaedic examinations,2
"""follow-up after patients surgery""",2
apply supports for spinal adjustment,2
provide neuromusculoskeletal therapy,2
conduct neurological examination,2
develop chiropractic treatment plans,2
cover a variety of health conditions,2
start up chocolate moulding line,2
sculpt chocolate,2
select vocalists,2
develop a choreographic language,2
develop a choreographic work,2
ensure longevity of choreography,2
act as a resource person in dance,2
draw up choreography,2
log changes in choreography,2
design cider recipes,2
position tobacco products in machines,2
tend cigar stamp machine,2
use hand tools to make tobacco products,2
collect final tobacco product,2
smoke cigars,2
weigh leaf quantity per cigar,2
control levels of nicotine per cigar,2
tend cigarette making machine,2
perform detailed tobacco manufacturing operations,2
apply tobacco manufacturing requirements,2
regulate flow of shredded tobacco,2
tobacco manufacturing regulations,2
assess moisture levels in tobacco leaves,2
administer additives to tobacco,2
separate tobacco shreds by size,2
define the visual universe of your creation,2
carry out physical training,2
assess artistic proposal,2
instruct riggers on assembly of circus rigging equipment,2
teach circus acts,2
maintain circus rigging equipment,2
report unsafe behaviour,2
inform drivers of detour routes,2
record license plates of violators,2
stop speeding vehicles,2
prevent kiln loss of heat,2
oversee clinical information system activities,2
conduct clinical research,2
clinical imaging techniques,2
methods of differential diagnosis,2
expert services in clinical psychology,2
transfer liquid goods,2
maintain wood thickness,2
set up the cutter head,2
adjust planer,2
place gypsum blocks,2
tend plodder machines,2
select soap shaping plate,2
"""treat patients nails""",2
podiatric diseases,2
create advocacy material,2
manage advocacy strategies,2
